VariableName,_beizhu,triggerTime,lastTime,needAutoJump,canSkip,isFirstGate,isOver,storyType,guideArgs,showType,choices,gotoStep,force,useRoleFigure,unitId,offPos,talkSelect,talkContent,talkContent_ma,talkContent_en,talkContent_th,talkContent_ph,talkContent_in,talkContent_vn,topTalk,topTalk_ma,topTalk_en,topTalk_th,topTalk_ph,topTalk_in,topTalk_vn,topTalkPos,topPosX,topPosY,playmp4,headRes,headPos,roleName_cn,roleName_tw,roleName,roleName_vn,roleName_kr,bgRes,tagName,animate,animateAngle,animatePos,anyPosCancel,lightSize
10142,,6000,2000,,TRUE,,,,,,,,2,<302>,,,,Kids these days sure talk big. Let me see what you’re really made of.  ,"Budak zaman sekarang ni bercakap besar betul, mari, biar aku tengok kekuatan kamu.  ",Kids these days sure talk big. Let me see what you’re really made of.  ,เดี๋ยวนี้วัยรุ่นพูดกันแรงจริง งั้นฉันมาดูหน่อยว่าฝีมือนายถึงแค่ไหน,"Ang yabang ng mga kabataan ngayon — halika, subukan nga natin ang lakas mo!  ","Anak muda zaman sekarang omongannya besar juga, ayo, biar aku lihat kemampuanmu sejauh mana.","Đám thanh niên bây giờ khẩu khí thật lớn, nào, để tôi xem thử thực lực của cậu đến đâu.",,,,,,,,,,,,,,,,,,,,,,,,,
10150,,2000,2000,,TRUE,,,,,,,,2,<21>,,,,Let’s see who my final opponent is!  ,Biar aku tengok siapa lawan terakhir aku!  ,Let’s see who my final opponent is!  ,มาดูว่าคู่ต่อสู้สุดท้ายของฉันเป็นใครกันแน่!,Tingnan ko nga kung sino ang magiging huli kong kalaban!  ,Biar aku lihat siapa lawan terakhirku kali ini!,Để tôi xem đối thủ cuối cùng của tôi là ai nào!,,,,,,,,,,,,,,,,,,,,,,,,,
10151,,4000,2000,,TRUE,,,,,,,,,<401>,,,,Hey!  ,Eh!  ,Hey!  ,เฮ้!,Uy!  ,Eh!,Ê!,,,,,,,,,,,,,,,,,,,,,,,,,
10152,,6000,2000,,TRUE,,,,,,,,2,<21>,,,,Hey!,Eh!,Hey!,เฮ้!,Uy!  ,Eh!,Ê!,,,,,,,,,,,,,,,,,,,,,,,,,
10153,,8000,2000,,TRUE,,,,,,,,,<401>,,,,"I didn’t expect to see you here. It’s been a while, hasn’t it?  ",Tak sangka boleh jumpa kamu di sini. Lama tak jumpa ya.  ,"I didn’t expect to see you here. It’s been a while, hasn’t it?  ",ไม่นึกว่าจะเจอนายที่นี่ ไม่เจอกันนานเลยนะ,"Uy, di ko akalain na makikita kita rito. Matagal na rin ‘no?  ",Nggak nyangka ketemu kamu di sini. Lama nggak jumpa ya.,Không ngờ lại gặp cậu ở đây. Lâu rồi không gặp nhỉ.,,,,,,,,,,,,,,,,,,,,,,,,,
10154,,10000,2000,,TRUE,,,,,,,,2,<21>,,,,"I’ve gotten stronger too, come test me, and you’d better go all out.  ","Aku pun dah jadi lebih kuat, mari cuba uji kekuatan, kamu kena guna sepenuh tenaga tau.  ","I’ve gotten stronger too, come test me, and you’d better go all out.  ",ฉันก็แข็งแกร่งขึ้นแล้ว มาลองสู้ดูสิ นายต้องเอาจริงนะ!,"Mas lumakas na rin ako ngayon — tara, sparring tayo, kailangan mong seryosohin to ha!  ","Aku juga sudah jadi lebih kuat, ayo tanding, kamu harus serius ya.","Tôi cũng mạnh hơn rồi đó, đến thử tài đi, cậu phải dùng hết sức đấy nhé.",,,,,,,,,,,,,,,,,,,,,,,,,
10155,,12000,2000,,TRUE,,,,,,,,,<0;resAct>,,,,Of course!  ,Sudah tentu!  ,Of course!  ,แน่นอนอยู่แล้ว!,Siyempre naman!  ,Tentu saja!,Đương nhiên rồi!,,,,,,,,,,,,,,,,,,,,,,,,,
10160,,2000,2000,,TRUE,,,,,,,,2,<21>,,,,"Oops, slipped up. You’ve gotten a lot stronger.  ","Aduh, terlepas tangan pula. Kamu dah jadi kuat banyak.  ","Oops, slipped up. You’ve gotten a lot stronger.  ",โอ๊ะ เล่นพลาดไปหน่อย นายแข็งแกร่งขึ้นเยอะเลยนะ,"Naku, nadulas lang. Lumakas ka talaga!  ","Aduh, nggak sengaja. Kamu sudah jadi lebih kuat ya.","Ối chà chà, lỡ tay rồi. Ngươi mạnh lên nhiều đấy.",,,,,,,,,,,,,,,,,,,,,,,,,
10161,,4000,2000,,TRUE,,,,,,,,,<401>,,,,You too. This battle taught me a lot.  ,"Kamu pun sama, pertarungan kali ni buat aku belajar banyak perkara.  ",You too. This battle taught me a lot.  ,นายก็เหมือนกัน การต่อสู้ครั้งนี้ช่วยให้ฉันได้เรียนรู้อะไรเยอะเลย,"Ikaw rin, marami akong natutunan sa laban na ‘to.  ","Kamu juga, pertarungan kali ini membuat aku belajar banyak.","Bạn cũng vậy, trận đấu lần này giúp tôi học hỏi được rất nhiều.",,,,,,,,,,,,,,,,,,,,,,,,,
10162,,6000,2000,,TRUE,,,,,,,,2,<21>,,,,"No need to be modest. You’ve won, so cheer up. Let’s battle again next time.  ","Jangan segan-segan lagi, sebab kamu dah menang, maka gembiralah, nanti kita lawan lagi ya.  ","No need to be modest. You’ve won, so cheer up. Let’s battle again next time.  ",อย่าเกรงใจเลย นายชนะแล้วก็ยิ้มหน่อยนะ ไว้คราวหน้ามาสู้กันอีก,"Wag ka nang mahiya — nanalo ka naman! Magsaya ka, sa susunod laban ulit tayo!  ","Jangan terlalu sopan, kamu yang menang, jadi bersenang-senanglah, lain kali kita bertarung lagi ya.","Bạn cũng đừng khách sáo nữa, vì bạn đã thắng rồi thì cứ vui vẻ lên, sau này lại đấu nữa nhé.",,,,,,,,,,,,,,,,,,,,,,,,,
10163,,8000,2000,,TRUE,,,,,,,,,<401>,,,,Let’s fight again.  ,Mari bertarung semula.  ,Let’s fight again.  ,สู้กันอีกรอบนะ,Rematch ulit ha.  ,Kita bertarung lagi ya.,Chiến đấu lại nhé.,,,,,,,,,,,,,,,,,,,,,,,,,
10200,,2000,2000,,TRUE,,,,,,,,2,<101>,,{y=600;x=-30},,"This eerie feeling… hope there are no ghosts, Loto.  ","Perasaan seram sejuk ni, harap-harap tak ada hantu, Loto.  ","This eerie feeling… hope there are no ghosts, Loto.  ",รู้สึกมืดมนแปลก ๆ แฮะ คงไม่มีผีหรอกนะ Loto,"Ang creepy ng lugar na ‘to… sana walang multo, Loto.  ","Perasaan gelap ini... semoga bukan hantu ya, Loto.","Cảm giác âm u này, chắc không có ma đâu nhỉ, Loto.",,,,,,,,,,,,,,,,,,,,,,,,,
10201,,4000,2000,,TRUE,,,,,,,,,<401>,,,,"Stop scaring yourself. It’s probably just a wild hero, watch this.  ","Jangan takutkan diri sendiri, mungkin cuma wira liar saja, tengok ni.  ","Stop scaring yourself. It’s probably just a wild hero, watch this.  ",อย่าหลอกตัวเองเลย คงเป็นฮีโร่ป่ามากกว่า ดูนี่สิ,"Huwag mo nga sarili mong tinatakot — baka wild hero na naman ‘yan, tingnan natin!  ","Jangan takut sendiri, mungkin cuma pahlawan liar saja, lihat ini.","Đừng tự hù mình nữa, chắc lại anh hùng hoang dã thôi, xem đây.",,,,,,,,,,,,,,,,,,,,,,,,,
10210,,2000,2000,,TRUE,,,,,,,,2,<101>,,{y=600;x=-30},,"Hey, that voice… no way, it’s Mew!  ","Eh, suara tu… tak boleh percaya, itu ialah Mew!  ","Hey, that voice… no way, it’s Mew!  ",เฮ้ เสียงนี้ไม่น่าเชื่อเลย นั่นมันมิว (Mew) ในตำนานนี่นา!,"Uy, ‘yung boses na ‘yon — di ako makapaniwala — si Mộng Huyễn ‘yon!  ","Eh, suara ini... nggak salah lagi, itu Mimpi!","Ê, cái giọng này, không thể tin được, lại là Mộng Huyễn đó!",,,,,,,,,,,,,,,,,,,,,,,,,
10211,,4000,2000,,TRUE,,,,,,,,,<401>,,,,Mew?  ,Mew?  ,Mew?  ,ภาพลวงตา?,Illusion?  ,Mimpi?,Ảo mộng?,,,,,,,,,,,,,,,,,,,,,,,,,
10212,,6000,2000,,TRUE,,,,,,,,2,<101>,,{y=600;x=-30},,You don’t even know that? That’s a legendary hero—you might not even see one in your whole life!  ,"Benda macam ni pun kamu tak tahu? Itu adalah wira lagenda, seumur hidup pun belum tentu dapat tengok sekali!  ",You don’t even know that? That’s a legendary hero—you might not even see one in your whole life!  ,แค่นี้ยังไม่รู้เหรอ! นั่นคือตัวฮีโร่ในตำนานเลยนะ ทั้งชีวิตบางคนยังไม่เคยเจอสักครั้งเลย!,"Ni ‘yan di mo alam?! Isa ‘yan sa mga legendary hero, minsan lang yan makita sa buong buhay mo!  ","Itu saja kamu nggak tahu? Itu pahlawan legendaris, seumur hidup mungkin belum tentu bisa lihat sekali!","Đến cái này mà bạn cũng không biết á! Đó là anh hùng trong truyền thuyết đó, cả đời người có khi còn chẳng thấy được một lần đâu!",,,,,,,,,,,,,,,,,,,,,,,,,
10213,,8000,2000,,TRUE,,,,,,,,2,,771,,,meo  ,meo  ,meo  ,เหมียว,Meow~  ,meong,meo,,,,,,,,,,,,,,,,,,,,,,,,,
10214,,10000,2000,,TRUE,,,,,,,,,<401>,,,,So cute!  ,Comelnya!  ,So cute!  ,น่ารักจัง!,Ang cute naman!  ,Lucu banget!,Dễ thương quá!,,,,,,,,,,,,,,,,,,,,,,,,,
10215,,12000,2000,,TRUE,,,,,,,,2,,771,,,meo!  ,meo!  ,meo!  ,เหมียว!,Meow!  ,meong!,meo!,,,,,,,,,,,,,,,,,,,,,,,,,
10216,,14000,2000,,TRUE,,,,,,,,2,<101>,,{y=600;x=-30},,"Looks like it wants to battle you, Roto.  ","Nampaknya dia nak lawan dengan kamu, Roto.  ","Looks like it wants to battle you, Roto.  ",ดูเหมือนมันอยากสู้กับนายแฮะ Roto,"Mukhang gusto ka niyang kalabanin, Roto!  ","Sepertinya dia mau bertarung denganmu, Roto.","Có vẻ như nó muốn đấu với cậu đó, Roto.",,,,,,,,,,,,,,,,,,,,,,,,,
10217,,16000,2000,,TRUE,,,,,,,,,<401>,,,,Let’s go!  ,Jom!  ,Let’s go!  ,ไปกันเถอะ!,Tara na!  ,Ayo!,Đi thôi!,,,,,,,,,,,,,,,,,,,,,,,,,
10220,,2000,2000,,TRUE,,,,,,,,2,,761,,,Ah! Ah! Ah!!!!!!!  ,Ah! Ah! Ah!!!!!!!  ,Ah! Ah! Ah!!!!!!!  ,อ๊า! อ๊า! อ๊า!!!!!!!,Aaaaahhhhhh!!!  ,A! A! A!!!!!!!,Á! Á! Á!!!!!!!,,,,,,,,,,,,,,,,,,,,,,,,,
10221,,4000,2000,,TRUE,,,,,,,,,<401>,,,,What’s going on? You scared me.  ,"Apa tu, terkejut aku.  ",What’s going on? You scared me.  ,เกิดอะไรขึ้นน่ะ ตกใจหมด,Ano ‘yon?! Nagulat ako!  ,"Apa itu, bikin kaget saja.","Chuyện gì vậy, giật cả mình.",,,,,,,,,,,,,,,,,,,,,,,,,
10222,,6000,2000,,TRUE,,,,,,,,2,<101>,,{y=600;x=-30},,"Whoa, that’s actually Mewtwo!  ","Oh, itu rupanya Mewtwo!  ","Whoa, that’s actually Mewtwo!  ",โอ้ นั่นมัน Mewtwo น่ะ!,"Uy, si Mewtwo pala ‘yon!  ","Wah, ternyata itu Mewtwo!","Ồ, vậy mà là Mewtwo đó!",,,,,,,,,,,,,,,,,,,,,,,,,
10223,,8000,2000,,TRUE,,,,,,,,2,,761,,,Ah! Ah! Who am I! Where is this!!! Who are you????  ,Á! Á! Siapa aku! Ini kat mana!!! Kamu siapa????  ,Ah! Ah! Who am I! Where is this!!! Who are you????  ,อ๊า! อ๊า! ฉันคือใคร! ที่นี่ที่ไหน! คุณเป็นใคร???,Aaaaahhh! Sino ako?! Nasaan ako?! Sino ka?!?!,A! A! Aku siapa! Ini di mana!!! Kamu siapa????,Á! Á! Tôi là ai! Đây là đâu!!! Bạn là ai????,,,,,,,,,,,,,,,,,,,,,,,,,
10224,,10000,2000,,TRUE,,,,,,,,,<401>,,,,"Whoa, this hero can talk like a human.  ","Eh, hero ni pandai cakap bahasa manusia lah.  ","Whoa, this hero can talk like a human.  ",เฮ้ ฮีโร่ตัวนี้พูดภาษามนุษย์ได้ด้วยเหรอเนี่ย,"Uy, ang hero na ‘to marunong magsalita ng wika ng tao?!  ","Eh, pahlawan ini ternyata bisa bicara bahasa manusia.","Ê, tướng này vậy mà biết nói tiếng người kìa.",,,,,,,,,,,,,,,,,,,,,,,,,
10225,,12000,2000,,TRUE,,,,,,,,,<101>,,{y=600;x=-30},,"An extremely rare hero, Loto.  ","Seorang wira yang sangat-sangat jarang ditemui, Loto.  ","An extremely rare hero, Loto.  ",เป็นฮีโร่ที่หายากมากเลยนะ Loto,"Isang sobrang bihirang bayani, Loto.  ","Seorang pahlawan yang sangat langka, Loto.","Một anh hùng cực kỳ hiếm có, Loto.",,,,,,,,,,,,,,,,,,,,,,,,,
10226,,14000,2000,,TRUE,,,,,,,,2,,761,,,Humans! Humans!!! All humans must be destroyed!  ,Manusia! Manusia!!! Semua manusia patut dimusnahkan!  ,Humans! Humans!!! All humans must be destroyed!  ,มนุษย์! มนุษย์!!! มนุษย์ทั้งหมดควรถูกกำจัดให้สิ้น!,Mga tao! Mga tao!!! Dapat nang lipulin lahat ng tao!  ,Manusia! Manusia!!! Semua manusia harus dimusnahkan!,Loài người! Loài người!!! Tất cả loài người nên bị tiêu diệt!,,,,,,,,,,,,,,,,,,,,,,,,,
10227,,16000,2000,,TRUE,,,,,,,,,<401>,,,,Why is this happening?!  ,Kenapa jadi macam ni?!  ,Why is this happening?!  ,ทำไมถึงเป็นแบบนี้?!,Bakit ganun?!  ,Kenapa bisa begitu?!,Tại sao lại như vậy?!,,,,,,,,,,,,,,,,,,,,,,,,,
10228,,18000,2000,,TRUE,,,,,,,,,,,,,"Accept your destruction, humans!  ","Terimalah kehancuranmu, manusia!  ","Accept your destruction, humans!  ",ยอมรับชะตากรรมของพวกเจ้าซะ มนุษย์!,"Tanggapin n’yo na ang pagkawasak, sangkatauhan!  ","Terimalah kehancuranmu, manusia!","Hãy chấp nhận sự diệt vong đi, loài người!",,,,,,,,,,,,,,,,,,,,,,,,,
10230,,2000,2000,,TRUE,,,,,,,,2,,761,,,"Seems like my power hasn’t fully recovered. Humans, we’ll meet again! I won’t spare you next time!  ","Nampaknya kuasa aku masih belum pulih sepenuhnya. Manusia, kita jumpa lagi nanti! Kali depan, aku takkan biarkan kau hidup!  ","Seems like my power hasn’t fully recovered. Humans, we’ll meet again! I won’t spare you next time!  ",ดูเหมือนพลังของฉันยังฟื้นคืนไม่เต็มที่ มนุษย์ เอาไว้เจอกันใหม่! คราวหน้าฉันจะไม่ไว้ชีวิตเจ้าอีกแน่!,"Mukhang hindi pa rin lubos na bumalik ang lakas ko. Tao, magkikita tayong muli! Sa susunod, hindi na kita palalagpasin!  ","Sepertinya kekuatanku belum sepenuhnya pulih. Manusia, sampai jumpa lagi! Kali berikutnya aku tidak akan mengampunimu!","Xem ra năng lực của ta vẫn chưa hồi phục. Loài người, hẹn gặp lại sau! Lần tới gặp mặt ta sẽ không tha cho ngươi đâu!",,,,,,,,,,,,,,,,,,,,,,,,,
10231,,4000,2000,,TRUE,,,,,,,,,<401>,,,,"Hey, wait, slow down, what’s going on?!  ","Eh, tunggu dulu, perlahan sikit, apa yang sedang berlaku ni?  ","Hey, wait, slow down, what’s going on?!  ",เฮ้ เดี๋ยวสิ ใจเย็นก่อน เกิดอะไรขึ้นกันแน่?,"Uy, sandali lang, anong nangyayari?  ","Eh, tunggu, pelan-pelan, ada apa ini?","Ê, khoan đã, từ từ, chuyện gì vậy?",,,,,,,,,,,,,,,,,,,,,,,,,
10232,,6000,2000,,TRUE,,,,,,,,2,<101>,,{y=600;x=-30},,"He flew away, Loto.  ","Dah terbang pergi, Loto.  ","He flew away, Loto.  ",บินไปแล้ว Loto,"Lumipad na siya, Loto.  ","Sudah terbang pergi, Loto.","Bay đi rồi, Loto.",,,,,,,,,,,,,,,,,,,,,,,,,
10233,,8000,2000,,TRUE,,,,,,,,2,<101>,,{y=600;x=-30},,Seems like he’s been through something terrible.  ,Nampaknya dia dah lalui sesuatu yang tak baik.  ,Seems like he’s been through something terrible.  ,เหมือนว่าเขา/เธอ/มัน/ท่าน ผ่านอะไรมาน่ากลัวแน่เลย,Parang may nangyaring masama sa kanya.  ,Sepertinya dia telah mengalami sesuatu yang buruk.,Hình như anh ấy/cậu ấy/ông ấy/bà ấy đã trải qua chuyện gì đó không hay.,,,,,,,,,,,,,,,,,,,,,,,,,
10234,,10000,2000,,TRUE,,,,,,,,,<401>,,,,Let’s hope nothing bad happens.  ,Harap-harap tiada apa-apa berlaku.  ,Let’s hope nothing bad happens.  ,หวังว่าจะไม่มีเรื่องร้ายแรงเกิดขึ้น,Sana naman ay wala nang chuyện xấu na mangyari.  ,Semoga tidak terjadi apa-apa.,Hy vọng là sẽ không có chuyện gì xảy ra.,,,,,,,,,,,,,,,,,,,,,,,,,
10300,,2000,2000,,TRUE,,,,,,,,2,<101>,,{y=600;x=-30},,"Didn’t expect we’d get a chance to come to such a paradise resort, Loto.  ",Tak sangka kita dapat peluang datang ke tempat peranginan syurga macam ni! Loto.  ,"Didn’t expect we’d get a chance to come to such a paradise resort, Loto.  ",ไม่อยากเชื่อว่าเรามีโอกาสได้มาที่สวรรค์พักผ่อนแบบนี้เลยนะ Loto,Di ko inakala na makakarating tayo sa mga paraisong resort na ganito! Loto.  ,Nggak nyangka kita lại punya kesempatan ke tempat liburan surga seperti ini! Loto.,Không ngờ chúng ta lại có cơ hội đến những khu nghỉ dưỡng thiên đường thế này! Loto.,,,,,,,,,,,,,,,,,,,,,,,,,
10301,,4000,2000,,TRUE,,,,,,,,,<401>,,,,I’m still a bit worried about what happened with Mewtwo.  ,Sebenarnya aku masih agak risau tentang hal Mewtwo.  ,I’m still a bit worried about what happened with Mewtwo.  ,ฉันยังคาใจเรื่องของ Mewtwo อยู่นิดหน่อย,"Sa totoo lang, medyo iniisip ko pa rin si Mewtwo.  ",Aku ternyata masih sedikit kepikiran soal Mewtwo.,Tôi quả nhiên vẫn còn hơi để ý đến chuyện Mewtwo.,,,,,,,,,,,,,,,,,,,,,,,,,
10302,,6000,2000,,TRUE,,,,,,,,2,<101>,,{y=600;x=-30},,"Don’t overthink it—when the time comes, it’ll all work out.  ","Jangan fikir terlalu banyak, bila masa sampai nanti semua akan selesai.  ","Don’t overthink it—when the time comes, it’ll all work out.  ",อย่าคิดมากเลย เดี๋ยวอะไร ๆ ก็จะเข้าที่เอง,"Huwag mong masyadong isipin, pagdating ng oras, magiging maayos din ang lahat.  ","Jangan terlalu dipikirkan, perahu sampai jembatan pasti lurus jalannya.","Đừng nghĩ nhiều quá, thuyền đến đầu cầu ắt sẽ thẳng thôi mà.",,,,,,,,,,,,,,,,,,,,,,,,,
10303,,8000,2000,,TRUE,,,,,,,,,<401>,,,,"Yeah, true. Let me deal with these small fry first.  ","Hmm, betul juga, biar aku selesaikan budak-budak ni dulu.  ","Yeah, true. Let me deal with these small fry first.  ",ก็จริง งั้นให้ฉันจัดการพวกกระจอกนี่ก่อนละกัน,"Tama ka rin, ayusin ko muna ang mga kalaban na ito.  ","Hmm, benar juga, biar aku urus dulu gerombolan kecil ini.","Ừm, cũng đúng, để tôi xử lý đám tép riu này trước đã.",,,,,,,,,,,,,,,,,,,,,,,,,
