VariableName,name_cn,name_tw,name,name_vn,name_en,name_th,name_in,name_ph,name_ma,_beizhu,isShow,icon,desc_cn,desc_tw,desc,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,desc1_cn,desc1_in,desc1,desc1_vn,desc1_th,quality,use,type,stackMax,specialArgsMap,specialArgsMap_vn,specialArgsMap_kr,specialArgsMap_en,specialArgsMap_tw,effBtn,pageTag,sellPrice,autoSell,sortType,sortValue,fragID,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc_cn,produceDesc_tw,produceDesc,produceDesc_vn,produceDesc_en,produceDesc_th,produceDesc_in,produceDesc_ph,produceDesc_ma,effect,rebirthRMB,dateType,expireDate,expireTime,timeOut,gateDropC,drawItemsLibC,regain,isLimitDrop,languages
1001,,,Breakthrough Material Gift Pack  ,Gói quà vật liệu đột phá,Breakthrough Material Gift Pack  ,แพ็กวัสดุทะลวง  ,Paket Bahan Breakthrough  ,Pakete ng Biyakang Breakthrough  ,Pakej Bahan Breakthrough  ,,FALSE,config/item/icon_lb2.png,,,Breakthrough Material Gift Bag: Open to receive breakthrough materials.  ,Túi quà nguyên liệu đột phá: Mở ra nhận được nguyên liệu đột phá.,Breakthrough Material Gift Bag: Open to receive breakthrough materials.  ,ถุงของขวัญวัสดุทะลวงขั้น: เปิดเพื่อรับวัสดุทะลวงขั้น  ,Tas Hadiah Material Terobosan: Buka untuk mendapatkan material terobosan.  ,Breakthrough Material Gift Bag: Buksan upang makakuha ng breakthrough materials.  ,Beg Hadiah Bahan Penembusan: Buka untuk menerima bahan penembusan.  ,,,,,,5,,3,,{5025=999;5017=999;234=999;5026=999;5018=999;5002=999;5027=999;5019=999;5003=999;100=999;5028=999;5020=999;5004=999;204=999;205=999;202=999;203=999;5029=999;5013=999;5005=999;201=999;213=999;212=999;215=999;214=999;5030=999;5022=999;211=999;210=999;221=999;220=999;223=999;222=999;5031=999;5023=999;5007=999;5032=999;5021=999;235=999;452=9999;5016=999;231=999;5014=999;230=999;5011=999;225=999;5010=999;5034=999;224=999;5024=999;5008=999;5000=999;5012=999;5036=999;5033=999;451=9999;200=999;5001=999;5035=999;5015=999;5006=999;233=999;5009=999;232=999},{5025=999;5017=999;234=999;5026=999;5018=999;5002=999;5027=999;5019=999;5003=999;100=999;5028=999;5020=999;5004=999;204=999;205=999;202=999;203=999;5029=999;5013=999;5005=999;201=999;213=999;212=999;215=999;214=999;5030=999;5022=999;211=999;210=999;221=999;220=999;223=999;222=999;5031=999;5023=999;5007=999;5032=999;5021=999;235=999;452=9999;5016=999;231=999;5014=999;230=999;5011=999;225=999;5010=999;5034=999;224=999;5024=999;5008=999;5000=999;5012=999;5036=999;5033=999;451=9999;200=999;5001=999;5035=999;5015=999;5006=999;233=999;5009=999;232=999},,{5025=999;5017=999;234=999;5026=999;5018=999;5002=999;5027=999;5019=999;5003=999;100=999;5028=999;5020=999;5004=999;204=999;205=999;202=999;203=999;5029=999;5013=999;5005=999;201=999;213=999;212=999;215=999;214=999;5030=999;5022=999;211=999;210=999;221=999;220=999;223=999;222=999;5031=999;5023=999;5007=999;5032=999;5021=999;235=999;452=9999;5016=999;231=999;5014=999;230=999;5011=999;225=999;5010=999;5034=999;224=999;5024=999;5008=999;5000=999;5012=999;5036=999;5033=999;451=9999;200=999;5001=999;5035=999;5015=999;5006=999;233=999;5009=999;232=999},,<3>,<1>,,,99,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,,,Consumable Gift Pack  ,Gói quà tiêu hao,Consumable Gift Pack  ,แพ็กของขวัญสิ้นเปลือง  ,Paket Hadiah Konsumsi  ,Pakete ng Konsumableng Regalo  ,Pakej Hadiah Penggunaan  ,,FALSE,config/item/icon_lb3.png,,,Consumable Item Gift Bag: Open to receive consumable items.  ,Túi quà tiêu hao phẩm: Mở ra nhận được các đạo cụ tiêu hao.,Consumable Item Gift Bag: Open to receive consumable items.  ,ถุงของขวัญไอเทมสิ้นเปลือง: เปิดเพื่อรับไอเทมสิ้นเปลือง  ,Tas Hadiah Item Konsumsi: Buka untuk mendapatkan item konsumsi.  ,Consumable Item Gift Bag: Buksan upang makakuha ng consumable items.  ,Beg Hadiah Barang Guna Habis: Buka untuk menerima barang guna habis.  ,,,,,,5,,3,,{11=999;12=999;13=999;14=999;15=999;16=999;510=999;512=999;514=999;521=999;524=999;800=999;19=9999;501=999;500=999;503=999;502=999;505=999;504=999;801=999;513=999;525=999;511=999},{11=999;12=999;13=999;14=999;15=999;16=999;510=999;512=999;514=999;521=999;524=999;800=999;19=9999;501=999;500=999;503=999;502=999;505=999;504=999;801=999;513=999;525=999;511=999},,{11=999;12=999;13=999;14=999;15=999;16=999;510=999;512=999;514=999;521=999;524=999;800=999;19=9999;501=999;500=999;503=999;502=999;505=999;504=999;801=999;513=999;525=999;511=999},,<3>,<1>,,,99,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,,,Sales Gift Pack  ,Gói quà bán ra,Sales Gift Pack  ,แพ็กขายพิเศษ  ,Paket Penjualan  ,Pakete ng Benta  ,Pakej Jualan  ,,FALSE,config/item/icon_lb4.png,,,Sellable Item Gift Bag: Open to receive sellable items.  ,Túi quà vật phẩm bán: Mở ra nhận được các vật phẩm có thể bán.,Sellable Item Gift Bag: Open to receive sellable items.  ,ถุงของขวัญไอเทมขายได้: เปิดเพื่อรับไอเทมที่สามารถขายได้  ,Tas Hadiah Item Bisa Dijual: Buka untuk mendapatkan item yang bisa dijual.  ,Sellable Item Gift Bag: Buksan upang makakuha ng mga item na pwedeng ibenta.  ,Beg Hadiah Barang Jualan: Buka untuk menerima barang yang boleh dijual.  ,,,,,,5,,3,,{510=999;513=999;514=999;512=999;511=999},{510=999;513=999;514=999;512=999;511=999},,{510=999;513=999;514=999;512=999;511=999},,<3>,<1>,,,99,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,,,Random Battery Gift Pack  ,Gói quà pin ngẫu nhiên,Random Battery Gift Pack  ,แพ็กสุ่มแบตเตอรี่  ,Paket Hadiah Baterai Acak  ,Random na Battery Gift Pack  ,Pakej Hadiah Bateri Rawak  ,,FALSE,config/item/icon_lb5.png,,,Random Battery Gift Bag: Open to receive a random battery.  ,Túi quà pin ngẫu nhiên: Mở ra nhận được pin ngẫu nhiên.,Random Battery Gift Bag: Open to receive a random battery.  ,ถุงของขวัญแบตเตอรี่สุ่ม: เปิดเพื่อรับแบตเตอรี่แบบสุ่ม  ,Tas Hadiah Baterai Acak: Buka untuk mendapatkan baterai secara acak.  ,Random Battery Gift Bag: Buksan upang makakuha ng random na baterya.  ,Beg Hadiah Bateri Rawak: Buka untuk menerima bateri secara rawak.  ,,,,,,5,,7,,{level=<<1;150;100>>},{level=<<1;150;100>>},,{level=<<1;150;100>>},,<3>,<1>,,,99,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,,,Random Battery Gift Pack  ,Gói quà pin ngẫu nhiên,Random Battery Gift Pack  ,แพ็กสุ่มแบตเตอรี่  ,Paket Hadiah Baterai Acak  ,Random na Battery Gift Pack  ,Pakej Hadiah Bateri Rawak  ,,FALSE,config/item/icon_lb1.png,,,Random Battery Gift Bag: Open to receive a random battery.  ,Túi quà pin ngẫu nhiên: Mở ra nhận được pin ngẫu nhiên.,Random Battery Gift Bag: Open to receive a random battery.  ,ถุงของขวัญแบตเตอรี่สุ่ม: เปิดเพื่อรับแบตเตอรี่แบบสุ่ม  ,Tas Hadiah Baterai Acak: Buka untuk mendapatkan baterai secara acak.  ,Random Battery Gift Bag: Buksan upang makakuha ng random na baterya.  ,Beg Hadiah Bateri Rawak: Buka untuk menerima bateri secara rawak.  ,,,,,,5,,7,,{level=<<1;150;101>>},{level=<<1;150;101>>},,{level=<<1;150;101>>},,<3>,<1>,,,99,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,,,Random Battery Gift Pack  ,Gói quà pin ngẫu nhiên,Random Battery Gift Pack  ,แพ็กสุ่มแบตเตอรี่  ,Paket Hadiah Baterai Acak  ,Random na Battery Gift Pack  ,Pakej Hadiah Bateri Rawak  ,,FALSE,config/item/icon_lb2.png,,,Random Battery Gift Bag: Open to receive a random battery.  ,Túi quà pin ngẫu nhiên: Mở ra nhận được pin ngẫu nhiên.,Random Battery Gift Bag: Open to receive a random battery.  ,ถุงของขวัญแบตเตอรี่สุ่ม: เปิดเพื่อรับแบตเตอรี่แบบสุ่ม  ,Tas Hadiah Baterai Acak: Buka untuk mendapatkan baterai secara acak.  ,Random Battery Gift Bag: Buksan upang makakuha ng random na baterya.  ,Beg Hadiah Bateri Rawak: Buka untuk menerima bateri secara rawak.  ,,,,,,5,,7,,{level=<<1;150;102>>},{level=<<1;150;102>>},,{level=<<1;150;102>>},,<3>,<1>,,,99,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,,,Avatar Frame Gift Pack  ,Gói quà khung avatar,Avatar Frame Gift Pack  ,แพ็กของขวัญกรอบอวาตาร์  ,Paket Hadiah Bingkai Avatar  ,Avatar Frame Gift Pack  ,Pakej Hadiah Bingkai Avatar  ,,FALSE,config/item/icon_lb3.png,,,Avatar Frame Gift Bag: Open to receive an avatar frame.  ,Túi quà khung avatar: Mở ra nhận được khung avatar.,Avatar Frame Gift Bag: Open to receive an avatar frame.  ,ถุงของขวัญกรอบอวาตาร์: เปิดเพื่อรับกรอบอวาตาร์  ,Tas Hadiah Bingkai Avatar: Buka untuk mendapatkan bingkai avatar.  ,Avatar Frame Gift Bag: Buksan upang makakuha ng avatar frame.  ,Beg Hadiah Bingkai Avatar: Buka untuk menerima bingkai avatar.  ,,,,,,5,,3,,{2008=1;2007=1;2004=1;2006=1;2009=1},{2008=1;2007=1;2004=1;2006=1;2009=1},,{2008=1;2007=1;2004=1;2006=1;2009=1},,<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,,,Stamina Refill Pack  ,Gói bổ sung thể lực,Stamina Refill Pack  ,แพ็กฟื้นฟูพลังงาน  ,Paket Tambahan Energi  ,Pakete ng Karagdagang Enerhiya  ,Pakej Tambahan Tenaga  ,,FALSE,config/item/icon_lb4.png,,,Avatar Frame Gift Bag: Open to receive an avatar frame.  ,Túi quà khung avatar: Mở ra nhận được khung avatar.,Avatar Frame Gift Bag: Open to receive an avatar frame.  ,ถุงของขวัญกรอบอวาตาร์: เปิดเพื่อรับกรอบอวาตาร์  ,Tas Hadiah Bingkai Avatar: Buka untuk mendapatkan bingkai avatar.  ,Avatar Frame Gift Bag: Buksan upang makakuha ng avatar frame.  ,Beg Hadiah Bingkai Avatar: Buka untuk menerima bingkai avatar.  ,,,,,,5,,3,,{516=100;515=100;500=100},{516=100;515=100;500=100},,{516=100;515=100;500=100},,<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,,,Shard Gift Pack  ,Gói quà mảnh ghép,Shard Gift Pack  ,แพ็กของขวัญชิ้นส่วน  ,Paket Hadiah Potongan  ,Pakete ng Piraso  ,Pakej Hadiah Serpihan  ,,FALSE,config/item/icon_lb5.png,,,Puzzle Piece Gift Bag: Open to receive random puzzle pieces.  ,Túi quà mảnh ghép: Mở ra nhận được các mảnh ghép ngẫu nhiên.,Puzzle Piece Gift Bag: Open to receive random puzzle pieces.  ,ถุงของขวัญชิ้นส่วนภาพต่อ: เปิดเพื่อรับชิ้นส่วนภาพต่อแบบสุ่ม  ,Tas Hadiah Potongan Puzzle: Buka untuk mendapatkan potongan puzzle secara acak.  ,Puzzle Piece Gift Bag: Buksan upang makakuha ng random puzzle pieces.  ,Beg Hadiah Potongan Puzzle: Buka untuk menerima potongan puzzle secara rawak.  ,,,,,,5,,3,,{20451=100;21271=100;23471=100;20131=100;20601=100;20891=100;22301=100;22611=100;20731=100;23281=100;21081=100;23411=100;20391=100;20231=100;22271=100;20071=100;22871=100;21501=100;23541=100;20041=100;23351=100;23511=100;20331=100;20171=100;20481=100;20011=100;21441=100;20771=100;20301=100;22391=100;21961=100;20741=100;21391=100;20271=100;20101=100;23291=100;22591=100;22821=100;20461=100;21241=100;20261=100;20571=100;21221=100;20781=100;21611=100;21901=100;23501=100;20371=100;21351=100;952=100;21971=100;22721=100;20051=100;21811=100;29002=100;23011=100;20081=100;21891=100;20721=100;21311=100;20491=100;20021=100;20471=100;21291=100;21841=100;20541=100;23561=100;21261=100;21251=100;21421=100;23301=100;20751=100;22351=100;23141=100;20091=100;20121=100;20591=100;20881=100;22681=100;20801=100;22921=100;23341=100;21231=100;23001=100;22922=100;22961=100;20761=100;20551=100;23431=100;23631=100;20691=100;22631=100;20061=100;21071=100;22481=100;20111=100;20351=100;21171=100;20191=100;22071=100;22231=100;20031=100;22011=100;20791=100;22361=100;20631=100;21861=100;20281=100;24023=100;20001=100},{20451=100;21271=100;23471=100;20131=100;20601=100;20891=100;22301=100;22611=100;20731=100;23281=100;21081=100;23411=100;20391=100;20231=100;22271=100;20071=100;22871=100;21501=100;23541=100;20041=100;23351=100;23511=100;20331=100;20171=100;20481=100;20011=100;21441=100;20771=100;20301=100;22391=100;21961=100;20741=100;21391=100;20271=100;20101=100;23291=100;22591=100;22821=100;20461=100;21241=100;20261=100;20571=100;21221=100;20781=100;21611=100;21901=100;23501=100;20371=100;21351=100;952=100;21971=100;22721=100;20051=100;21811=100;29002=100;23011=100;20081=100;21891=100;20721=100;21311=100;20491=100;20021=100;20471=100;21291=100;21841=100;20541=100;23561=100;21261=100;21251=100;21421=100;23301=100;20751=100;22351=100;23141=100;20091=100;20121=100;20591=100;20881=100;22681=100;20801=100;22921=100;23341=100;21231=100;23001=100;22922=100;22961=100;20761=100;20551=100;23431=100;23631=100;20691=100;22631=100;20061=100;21071=100;22481=100;20111=100;20351=100;21171=100;20191=100;22071=100;22231=100;20031=100;22011=100;20791=100;22361=100;20631=100;21861=100;20281=100;24023=100;20001=100},,{20451=100;21271=100;23471=100;20131=100;20601=100;20891=100;22301=100;22611=100;20731=100;23281=100;21081=100;23411=100;20391=100;20231=100;22271=100;20071=100;22871=100;21501=100;23541=100;20041=100;23351=100;23511=100;20331=100;20171=100;20481=100;20011=100;21441=100;20771=100;20301=100;22391=100;21961=100;20741=100;21391=100;20271=100;20101=100;23291=100;22591=100;22821=100;20461=100;21241=100;20261=100;20571=100;21221=100;20781=100;21611=100;21901=100;23501=100;20371=100;21351=100;952=100;21971=100;22721=100;20051=100;21811=100;29002=100;23011=100;20081=100;21891=100;20721=100;21311=100;20491=100;20021=100;20471=100;21291=100;21841=100;20541=100;23561=100;21261=100;21251=100;21421=100;23301=100;20751=100;22351=100;23141=100;20091=100;20121=100;20591=100;20881=100;22681=100;20801=100;22921=100;23341=100;21231=100;23001=100;22922=100;22961=100;20761=100;20551=100;23431=100;23631=100;20691=100;22631=100;20061=100;21071=100;22481=100;20111=100;20351=100;21171=100;20191=100;22071=100;22231=100;20031=100;22011=100;20791=100;22361=100;20631=100;21861=100;20281=100;24023=100;20001=100},,<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,,,Card Gift Pack  ,Gói quà thẻ bài,Card Gift Pack  ,แพ็กของขวัญการ์ด  ,Paket Hadiah Kartu  ,Pakete ng Regalo ng Baraha  ,Pakej Hadiah Kad  ,,FALSE,config/item/icon_lb1.png,,,Card Gift Bag: Open to receive cards.  ,Túi quà thẻ bài: Mở ra nhận được các thẻ bài.,Card Gift Bag: Open to receive cards.  ,ถุงของขวัญการ์ด: เปิดเพื่อรับการ์ด  ,Tas Hadiah Kartu: Buka untuk mendapatkan kartu.  ,Card Gift Bag: Buksan upang makakuha ng mga card.  ,Beg Hadiah Kad: Buka untuk menerima kad.  ,,,,,,5,,3,,{cards=<{id=1};{id=11};{id=21};{id=31};{id=41};{id=51};{id=61};{id=71};{id=81};{id=91};{id=101};{id=111};{id=121};{id=131};{id=171};{id=191};{id=231};{id=261};{id=271};{id=281};{id=301};{id=331};{id=351};{id=371};{id=391};{id=401};{id=451};{id=461};{id=461};{id=461};{id=461};{id=471};{id=481};{id=491};{id=541};{id=551};{id=571};{id=591};{id=601};{id=631};{id=691};{id=721};{id=731};{id=741};{id=761};{id=771};{id=781};{id=791};{id=801};{id=881};{id=891};{id=1071};{id=1081};{id=1171};{id=1221};{id=1231};{id=1241};{id=1251};{id=1291};{id=1311};{id=1351};{id=1391};{id=1391};{id=1421};{id=1441};{id=1501};{id=1611};{id=1811};{id=1841};{id=1861};{id=1891};{id=1901};{id=1971};{id=2011};{id=2071};{id=2231};{id=2271};{id=2301};{id=2481};{id=2591};{id=2611};{id=2631};{id=2681};{id=2721};{id=2821};{id=2871};{id=2961};{id=3001};{id=3011};{id=3021};{id=3141};{id=3281};{id=3291};{id=3301};{id=3341};{id=3351};{id=3411};{id=3431};{id=3471};{id=3501};{id=3511};{id=3541};{id=3561};{id=3631}>},{cards=<{id=1};{id=11};{id=21};{id=31};{id=41};{id=51};{id=61};{id=71};{id=81};{id=91};{id=101};{id=111};{id=121};{id=131};{id=171};{id=191};{id=231};{id=261};{id=271};{id=281};{id=301};{id=331};{id=351};{id=371};{id=391};{id=401};{id=451};{id=461};{id=461};{id=461};{id=461};{id=471};{id=481};{id=491};{id=541};{id=551};{id=571};{id=591};{id=601};{id=631};{id=691};{id=721};{id=731};{id=741};{id=761};{id=771};{id=781};{id=791};{id=801};{id=881};{id=891};{id=1071};{id=1081};{id=1171};{id=1221};{id=1231};{id=1241};{id=1251};{id=1291};{id=1311};{id=1351};{id=1391};{id=1391};{id=1421};{id=1441};{id=1501};{id=1611};{id=1811};{id=1841};{id=1861};{id=1891};{id=1901};{id=1971};{id=2011};{id=2071};{id=2231};{id=2271};{id=2301};{id=2481};{id=2591};{id=2611};{id=2631};{id=2681};{id=2721};{id=2821};{id=2871};{id=2961};{id=3001};{id=3011};{id=3021};{id=3141};{id=3281};{id=3291};{id=3301};{id=3341};{id=3351};{id=3411};{id=3431};{id=3471};{id=3501};{id=3511};{id=3541};{id=3561};{id=3631}>},,{cards=<{id=1};{id=11};{id=21};{id=31};{id=41};{id=51};{id=61};{id=71};{id=81};{id=91};{id=101};{id=111};{id=121};{id=131};{id=171};{id=191};{id=231};{id=261};{id=271};{id=281};{id=301};{id=331};{id=351};{id=371};{id=391};{id=401};{id=451};{id=461};{id=461};{id=461};{id=461};{id=471};{id=481};{id=491};{id=541};{id=551};{id=571};{id=591};{id=601};{id=631};{id=691};{id=721};{id=731};{id=741};{id=761};{id=771};{id=781};{id=791};{id=801};{id=881};{id=891};{id=1071};{id=1081};{id=1171};{id=1221};{id=1231};{id=1241};{id=1251};{id=1291};{id=1311};{id=1351};{id=1391};{id=1391};{id=1421};{id=1441};{id=1501};{id=1611};{id=1811};{id=1841};{id=1861};{id=1891};{id=1901};{id=1971};{id=2011};{id=2071};{id=2231};{id=2271};{id=2301};{id=2481};{id=2591};{id=2611};{id=2631};{id=2681};{id=2721};{id=2821};{id=2871};{id=2961};{id=3001};{id=3011};{id=3021};{id=3141};{id=3281};{id=3291};{id=3301};{id=3341};{id=3351};{id=3411};{id=3431};{id=3471};{id=3501};{id=3511};{id=3541};{id=3561};{id=3631}>},,<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,,,Icon Trial Pack  ,Gói thử nghiệm icon,Icon Trial Pack  ,แพ็กทดลองไอคอน  ,Paket Percobaan Ikon  ,Pakete ng Icon Trial  ,Pakej Percubaan Ikon  ,,FALSE,config/item/icon_lb2.png,,,Icon Gift Bag: Open to receive a bunch of new items.  ,Túi icon: Mở ra nhận được một loạt đạo cụ mới.,Icon Gift Bag: Open to receive a bunch of new items.  ,ถุงของขวัญไอคอน: เปิดเพื่อรับไอเทมใหม่หลายอย่าง  ,Tas Hadiah Ikon: Buka untuk mendapatkan banyak item baru.  ,Icon Gift Bag: Buksan upang makakuha ng maraming bagong item.  ,Beg Hadiah Ikon: Buka untuk menerima banyak item baharu.  ,,,,,,5,,3,,{2101=100;2104=100;2114=100;2105=100;2111=100;2103=100;2108=100;2109=100;2112=100;2115=100;2110=100;2116=100;2102=100;2113=100;2107=100;2106=100},{2101=100;2104=100;2114=100;2105=100;2111=100;2103=100;2108=100;2109=100;2112=100;2115=100;2110=100;2116=100;2102=100;2113=100;2107=100;2106=100},,{2101=100;2104=100;2114=100;2105=100;2111=100;2103=100;2108=100;2109=100;2112=100;2115=100;2110=100;2116=100;2102=100;2113=100;2107=100;2106=100},,<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
